NAME,DEPDOM,FED_RSSD,FEDCHRTR
Systematic Savings Bank,"33,169",717670,0
Cookeville Federal Savings and Loan Association,,639277,1
Pacific Federal Savings and Loan Association,,638775,1
Bankers Federal Savings FSB,,902373,1
NorthEast Community Bank,"319,878",823478,0
Supreme Savings and Loan Association of Irvington New Jersey,,0,0
Midwest Federal Savings and Loan Association,,964577,1
Rocky Ford Federal Savings and Loan Association of Colorado,,718172,1
American Federal Savings and Loan Association,,780076,1
First Federal Savings and Loan Association of Poughkeepsie,,825575,1
Damen National Bank,,640572,1
Hillsboro Federal Savings and Loan Association,,826077,1
Kilgore Federal Savings and Loan Association,,965079,1
"West Suburban Bank of Aurora, F.S.B.",,779874,1
First Federal Savings and Loan Association of Lansing,,903978,1
"1ST Ohio Savings Bank, FSB",,641074,1
First Federal Savings and Loan Association of Crisp County,,827672,1
Cartersville Federal Savings Bank of Georgia,,719777,1
First Federal Savings and Loan Association of Pittsburgh,,643171,1
Security First Network Bank,,642679,1
Ohio County Federal Savings and Loan Association,,904470,1
First Federal Savings and Loan Association of Valdosta,"126,063",828174,1
First Federal Savings Bank,,966674,1
Mesquite Savings and Loan Association,,782173,0
Home Federal Savings Bank,,829779,1
Alpine Federal Savings and Loan Association,,781671,1
Continental Savings and Loan Association,,645278,0
United Roosevelt Savings Bank,"77,424",644776,0
First Federal Savings and Loan Association of Port Washington,,967176,1
First Federal Savings and Loan Association of Wakeeney,"26,704",721574,1
New Carlisle Federal Savings Bank,"64,909",646873,1
"Sunrise Bank for Savings, F.S.B.",,722076,1
The Greenfield Building and Loan Association,,0,0
First Federal Savings and Loan Association of Jamestown,,832078,1
BankTennessee,"215,229",831576,0
Home Savings of America,,833673,1
Nevada Federal Savings and Loan Association,,0,1
First Federal Savings and Loan Association,,647375,1
United Federal Savings and Loan Association,,783778,1
UNited Federal Savings Bank,,906577,1
Valley Federal Savings and Loan Association,,968771,1
First Federal Savings and Loan Association of Grand Forks and Minot,,784270,1
First Federal Savings and Loan Association,,0,1
Lawrenceburg Federal Bank,"40,142",834175,0
Tri-County Federal Savings Bank,,907079,1
Fox Valley Savings Bank,"258,281",835770,1
Clintonville Federal Savings and Loan Association,,648970,1
Richland Center Federal Savings and Loan Association,,969273,1
First Federal Savings Bank of West Texas,,723671,1
Northeast Iowa Savings and Loan Association,,0,0
Trumbull Savings and Loan Company,,836272,0
Black Hawk Federal Savings and Loan Association,,908674,1
"Horizon Savings Bank, S.A.",,724173,0
"Badger Bank, S.S.B.",,649472,0
Peoples Savings Association,,651279,0
"Glendale Federal Bank, Federal Savings Bank",,786377,1
Perpetual Savings and Loan Association,,650777,0
Republic Federal Savings and Loan Association,,785875,1
"Far West Federal Bank, S. B.",,838379,1
Park Federal Savings and Loan Association,,909176,1
Liberty County Federal Savings and Loan Association,,837877,1
Monett Savings and Loan Association,,970578,0
"Graham Savings and Loan, SSB","105,845",839974,0
First Federal Savings and Loan Association,,653376,1
"Dalhart Federal Savings & Loan Association, SSB","85,648",971070,0
"NexBank, SSB","809,595",652874,0
Reliance Federal Savings Bank,,654971,1
Northern Federal Savings Bank,,726270,1
First Western Savings and Loan Association,,840176,0
First Federal Savings and Loan Association of Owosso,,0,1
Home Federal Savings and Loan Association of Terre Haute,,725778,1
First Federal Savings and Loan Association,,788474,1
Homestate Savings Association,,655473,0
"Landmark Savings Bank, FSB",,787972,1
South Shore Federal Savings and Loan Association,,910471,1
Commodore Savings Association,,973177,0
First Federal Savings and Loan Association,,972675,1
First Federal Savings Bank of North Texas,,842273,1
Security First Federal Savings and Loan Association,,841771,1
"Crossland Savings, Fsla",,844370,1
Heritage State Bank,"66,542",912578,0
Mt. Vernon Savings and Loan Association,,657570,0
"St. Francis Bank, F.S.B.",,843878,1
Washington Savings Bank,"220,021",790271,0
First Federal Savings and Loan Association,,0,1
Mid-City Federal Savings and Loan Association of Phila,,728377,1
First Federal Savings and Loan Association,,727875,1
County Savings Bank,"58,346",658072,1
First Federal Savings and Loan Association,,913070,1
Security Federal Savings and Loan Association,,846477,1
"HomeFed Bank, Federal Savings Bank",,659677,1
North Hollywood Federal Savings and Loan Association,,0,1
"Union Federal Bank, A federal savings bank",,845975,1
"OMNIBANK, INC., A State Savings Bank, SSB",,975274,0
Woodruff Federal Savings and Loan Association,"63,003",661474,1
Tifton Federal Savings and Loan Association,,660972,1
Progressive Federal Savings Bank,,974772,1
Henderson Federal Savings Bank,"93,623",849076,1
"American Federal Bank, A Federal Savings Bank",,848574,1
Hawthorne Federal Savings and Loan Association,,914675,1
First Federal Bank,,730174,1
"Atlantic Financial Federal-W Virginia, FSB",,791876,1
"Liberty Savings Bank, F.S.B.","22,575",915177,1
"The Yonkers Savings and Loan Association, FA",,663571,1
First Federal Savings and Loan Association,,729972,1
Westchester Savings and Loan Association,,664073,0
"Southeast Bank for Savings, A FSB",,850371,1
First Federal Savings and Loan Association,,792378,1
"NationsBank, National Association (Glenn County)",,976879,1
First Federal Savings and Loan Association,,851976,1
First Federal Savings and Loan Association of East Chicago,,666170,1
First Federal Savings and Loan Association of Streator,,665678,1
"Magnet Bank, F. S. B.",,977371,1
"Fifth Third Savings Bank of Northern Kentucky, F.S.B.",,732271,1
The Buckeye Savings Bank,,445179,0
"Amerifed Bank, FSB",,916772,1
Frontier Federal Savings and Loan Association,,852478,1
First Federal Savings and Loan Association,,731779,1
First Western Federal Savings and Loan Association,,854575,1
First Federal Savings Bank of Kansas,,793973,1
First Federal Savings and Loan Association,,917274,1
"LaSalle Cragin Bank, FSB",,667775,1
Jasper Federal Savings and Loan Association,,855077,1
Eureka Homestead,"60,182",794475,1
Sunrise Federal Savings Bank,,978976,1
New York and Suburban Federal Savings and Loan Association,,668277,1
The Long Island City Savings and Loan Association,,856672,0
Brooklyn Federal Savings Bank,,669872,1
"The Globe Savings Bank of Harrah, SSB",,670074,0
First Federal Savings and Loan Association of Flint,,979478,1
First Federal Savings Bank,,230076,1
Heritage Federal Savings and Loan Association,,712974,1
First Federal Savings and Loan Association,,733876,1
Franklin Federal Savings and Loan Association,,857174,1
Brighton Federal Savings and Loan Association,,233778,1
First Empire Federal Savings and Loan Association,,232173,1
Washington Savings Bank,"146,908",231671,0
Polonia Bank,"204,247",229874,1
Home Federal Savings and Loan Association,,0,1
Electra Federal Savings and Loan Association,,0,1
Bank of South Dakota,,237972,0
First Federal Savings and Loan Association of Clear Lake,,236377,1
United Federal Savings Bank of Iowa,,235875,1
"Community Bank, A FSB",,234270,1
Ameribank Federal Savings Bank,,23979,1
"Fleet Bank of New York, National Association",,241876,1
Union Planters Bank of Alabama,,240271,0
First Federal Savings and Loan Association,,238474,1
"Cumberland Federal Bank, FSB","72,110",28675,1
Time Federal Savings Bank,"510,233",27070,1
"Monycor Savings Bank, FSB",,26578,1
Lyons Federal Trust and Savings Bank,,24471,1
First Federal Savings and Loan Association of Tuscola,,33071,1
"Bank of Westbury, a Federal Savings Bank",,32579,1
Heartland Savings Bank,,30472,0
First Federal Savings Bank of Kent,,29177,1
River Falls Federal Savings and Loan Association,,37275,1
Cascade Federal Savings and Loan Association,,36773,1
Life Federal Savings and Loan Association,,35178,1
First Federal Savings and Loan Association,,34676,1
First Federal Savings and Loan Association of Hutchinson,,41179,1
Durand Federal Savings and Loan Association,,40677,1
Harbor Federal Savings Bank,,39372,1
Empire of America FSB,,38870,1
First Federal Savings and Loan Association of Osceola County,,45373,1
Randolph County Federal Savings and Loan Association,,44871,1
"Bankers First Savings Bank, FSB",,43276,1
Pasadena Federal Savings and Loan Association,,42774,1
Winchester Federal Bank,"94,015",50872,1
First Federal Savings Bank of Charlotte County,,49577,1
Yorkville Federal Savings and Loan Association,,47470,1
Heritage Federal Savings Bank,,46978,1
Heritage FSB,,53471,1
First Federal Savings and Loan Association,,52979,1
"AMCORE Bank, Central Wisconsin",,51374,1
"First Federal Savings Bank, F.S.B.",,59772,1
First Federal Savings and Loan Association,,0,1
Ripley Federal Savings Bank,"59,892",58177,1
First Federal Savings and Loan Association,,57675,1
Loogootee Federal Savings and Loan Association,,56070,1
"Landmark Savings Bank, SSB",,64178,0
First Federal Savings and Loan Association,,63676,1
Greenwich Federal Savings and Loan Association,,62071,1
Baxley Federal Bank,,68372,0
Thomas County Federal Savings and Loan Association,"221,005",67870,1
First Southern Bank,"174,779",66275,0
First Federal Bank,,65773,1
First Community Bank of Southwest Georgia,,72276,0
Streator Federal Savings and Loan Association,,0,1
First Milwaukee Savings and Loan Association,,69977,0
New York Federal Savings and Loan Association,,0,1
Klamath First Federal Savings and Loan Association,,70179,1
"St. Louis Bank for Savings, National Association",,76470,1
TierOne Bank,,75978,1
First Federal Savings Bank and Trust,,74373,1
First Federal Savings and Loan Association of Springfield,,73871,1
First Federal Savings and Loan Association,,81979,1
First Federal Savings and Loan Association,"141,136",80374,1
State Fidelity Federal Savings and Loan Association,,79079,1
Union Planters Bank of Northwest Tennessee FSB,,78577,1
West End Federal Savings and Loan Association of Albany,,148872,1
Albion Federal Savings and Loan Association,,147277,1
FFY Bank,,146775,1
First Federal Savings and Loan Association,,82471,1
Lamesa Federal Savings and Loan Association,,152776,1
Batesville Federal Savings and Loan Association,,151171,1
First Federal Savings and Loan Association of Aurora,,0,1
Universal Federal Savings Bank,,150679,1
First Federal Savings and Loan Association,,149374,1
Family Bank,"78,059",156970,1
Mount Gilead Savings and Loan Association,"8,870",155375,0
First American Federal Savings and Loan Association,,154873,1
First Federal Savings and Loan Association of Nassau County,,153278,1
First Federal Savings and Loan Association of Lake City,,161376,1
First Federal Savings and Loan Association,,160874,1
Home Federal Savings and Loan Association,,159579,1
Fitzgerald Federal Savings and Loan Association,,157472,1
First State Bank of Donalsonville,,166072,0
United First Federal Savings and Loan Association,,0,1
Citizens Financial Bank,"953,026",163473,1
"Indiana Community Bank, SB",,162971,0
First Keystone Bank,,365174,1
First Northern Cooperative Bank,,242378,0
First Federal Savings and Loan Association,,487478,1
Central Federal Savings and Loan Association,,167677,1
First Federal Savings and Loan Association of Arizona,,244475,1
First Federal Savings and Loan Association of Navasota,,426879,1
Grinnell Federal Savings Bank,,243973,1
"Allegiant Bank, FSB",,168179,1
Union Federal Savings Bank,,169774,1
Victoria Savings Association,,427371,0
Sidney Federal Savings and Loan Association,"19,147",304575,1
"Prime Federal Bank, F.S.B.",,549675,1
Trevose Federal Savings and Loan Association,,246572,1
Cheltenham Federal Savings and Loan Association,,0,1
Concordia Federal Bank for Savings,,366779,1
Peru Federal Savings Bank,"122,128",305077,1
"National Security, A Federal Bank for Savings",,306672,1
Hemlock Federal Bank for Savings,,550970,1
Douglas Federal Savings and Loan Association,,367271,1
Metropolitan Federal Savings and Loan Association of Seattle,,247074,1
Franklin Federal Savings Bank,,490870,1
Commerce Federal Savings and Loan Association,,428976,1
New South Bank,,551472,0
Coast Federal Savings and Loan Association,,248679,1
Calumet Federal Savings and Loan Association,,491372,1
"Princeton Federal Bank, fsb",,429478,1
Hastings-On-hudson Federal Savings and Loan Association,,249171,1
"Riverside Savings, A Federal Savings and Loan Association",,171571,1
First Federal Savings Bank,,553579,1
"Northern Colorado Savings and Loan Association, A F. I.",,368876,1
Illinois-Service Federal Savings and Loan Association,"106,510",250476,1
Platte Valley Federal Savings and Loan Association,,307174,1
Bridgeport Savings and Loan Association,,308779,0
Frontier Federal Savings Bank,,252573,1
First Federal Savings and Loan Association,,172073,1
Pocahontas Federal Savings and Loan Association,,369378,1
Yoakum Federal Savings and Loan Association,,431275,1
First Federal Savings and Loan Association,,253075,1
First Federal Savings Bank of Maryville,,309271,1
1ST Federal Savings and Loan Association of Estherville and Emmetsburg,,430773,1
Ninth Federal Savings and Loan Association,,370673,1
"Signal Bank, National Association",,173678,1
United Home Federal,,554071,1
First Federal Savings and Loan Association of St Joseph,,492977,1
Chillicothe Federal Savings and Loan Association,,255172,1
Southwest Federal Savings and Loan Association of Chicago,,493479,1
"Enterprise Savings Bank, FA",,174170,1
Columbus Savings Bank,"11,064",254670,0
First Federal Savings and Loan Association of Seminole Co,,555676,1
First Federal Savings and Loan Association of Russell Co,,310576,1
Indian River Federal Savings and Loan Association,,432870,1
Piedmont Federal Savings and Loan Association of Spartanburg,,371175,1
Southern Home Savings Bank,,257279,0
