NAME,DEPDOM,FED_RSSD,FEDCHRTR
Broadview Savings Bank,,118679,0
Hub Federal Savings and Loan Association,,353274,1
MidWestOne Bank,,598374,0
Norwest National Bank of Yankton,,414979,1
Waseca Savings and Loan Association,,119171,0
Henderson Savings and Loan Association,,305479,0
"Edgecomb Homestead Savings Bank, Inc., SSB",,253673,0
Annapolis Federal Savings Bank,,304977,1
Fort Hill Federal Savings and Loan Association,,538277,1
Fidelity Federal Savings and Loan Association,,415471,1
"Baltimore Federal Financial, FSA",,537775,1
Flushing Federal Savings and Loan Association,,307576,1
"Harrington Bank, FSB",,354879,1
Midfed Savings Bank,,599979,1
Argentine Federal Savings,"42,559",120476,1
"Westco Savings Bank, FSB",,308078,1
Bay View Federal Savings and Loan Association,,600174,1
First Federal Savings and Loan Association of Kendallville,,309673,1
Boston Federal Savings Bank,,355371,1
"State Savings, F.A.",,477675,1
"WaterStone Bank, SSB","898,562",310978,0
Cudahy Savings and Loan Association,,417578,0
"TrustTexas Bank, SSB","217,458",539872,0
The Gravois Home Savings and Loan Association,,478177,0
Imperial Savings Association,,601779,0
Suburban Federal Savings Bank,,540074,1
Dollar Savings Bank of Columbus,,182670,0
Liberty Bank,,311470,1
Capitol Federal Bank for Savings,,356976,1
Janesville Savings and Loan Association,,418070,0
"Scotland Savings Bank, SSB",,602271,0
Capitol Federal Savings and Loan Association of Denver,,183172,1
Homestead Savings and Loan Association,,314079,0
Citizens Bank of Western Indiana,,541679,0
Marshall Savings and Loan Association,,479772,0
Forward Financial Bank,"242,839",313577,0
Hartford Savings Bank,"150,595",315674,0
Security Federal Savings and Loan Association of Cleveland,,184777,1
"First Bank Richmond, National Association","403,532",419675,1
Mutual Savings and Loan Association,,357478,0
"CenFed Bank, A Federal Savings Bank",,185279,1
"First Federal Bank of California, a Federal Savings Bank",,603876,1
"Ameriana Bank of Ohio, F.S.B.",,316176,1
Southern Ohio Savings Association,,85397,0
Heritage Federal Savings and Loan Association,,542171,1
Glen Ridge Savings and Loan Association,,420970,0
"First Savings Bank of Little Falls, FSB",,482071,1
Local Oklahoma Bank,,604378,0
Custer Federal State Bank,"72,981",481579,0
American Federal Savings and Loan Association of Lynchburg,,186874,1
Keystone Savings and Loan Association,,318273,0
Century Federal Savings and Loan Association of Long Island,,543776,1
Fidelity Federal Savings and Loan Association of Berwyn,,317771,1
Union Savings and Loan Company,,0,0
General Savings Association,,187376,0
Family FSB,,544278,1
First Federal Savings Bank of Colorado,,421472,1
San Joaquin First Federal Savings and Loan Association,,359575,1
Deseret Federal Savings and Loan Association,,321675,1
Home City Federal Savings Bank of Springfield,"108,840",605973,1
Valley Central Savings Bank,"56,256",320070,0
Citizens Federal Savings and Loan Association,,0,1
Gate City Savings and Loan Association,,319878,0
Firstbanc Federal of Southeastern La,,361372,1
American Savings and Loan Association,,606475,0
Pacific Savings Bank,,483676,0
Lincoln Federal Savings Bank,,360870,1
Tuscarawas Savings and Loan Company,,188971,0
Washington 1st Federal Savings and Loan Association of GR St Louis,,545873,1
Licking Valley Federal Savings and Loan Association,,0,1
River Valley Financial Bank,,322177,1
"Northwestern Savings Bank, F.S.B.",,484178,1
Roselle Savings Bank,"329,853",324274,0
Westwood Savings Bank,,546375,0
Home Federal Savings and Loan Association,,456979,1
American Savings and Loan Association,,323772,0
Home Savings and Loan Association,,0,0
East Federal Savings and Loan Association of Kinston,,363479,1
Shelby Savings Bank,,362977,1
"American Federal Bank, FSB",,424071,1
The American Federal Savings and Loan Association,,189473,1
Hennepin Federal Savings and Loan Association of Minneapolis,,608572,1
Central Federal Savings and Loan Association,,326371,1
Columbia National Bank-Belmont,,485773,1
First Granite City Savings and Loan,,325879,0
Home Savings and Loan Company,,0,0
Missouri Savings Association,,547970,0
"American Savings and Loan Association, A Federal Association",,609074,1
"United Savings and Loan Association, FSA",,486275,1
Princeton Savings and Loan Association,,190778,0
"Maple City Savings Bank, FSB","48,933",548472,1
Mercer Savings Bank SLA,,425676,0
Larchmont Federal Savings and Loan Association,,327976,1
Irvington Federal Savings and Loan Association,,191270,1
Hamilton Bank,"253,819",365576,1
Allison Park Savings and Loan Association,,487870,0
Capital Savings and Loan Association,,426178,0
Elmira Savings and Loan FA,,328478,1
Sturgis Bank & Trust Company,"235,285",366078,0
"Home Savings of America, FSB",,330275,1
"United Bank, S.B.",,610379,0
Cardinal Federal Savings Bank,,488372,1
Western Savings and Loan Association,,331870,0
Heart Federal Savings and Loan Association,,611974,1
Olympia Federal Savings and Loan Association,"466,404",550279,0
Waterville Savings and Loan Association,,192875,0
Family Savings and Loan Association,,612476,0
Milford Co-operative Bank,,332372,0
"North Land Bank of Wisconsin, SSB",,427773,0
Lafayette Federal Savings and Loan Association of Greater St Louis,,193377,1
First Federal Savings and Loan Association of Chickasha,,334479,1
First Federal Savings and Loan Association of Minneapolis,,489977,1
United Savings Bank,,333977,0
Florida Federal Savings Bank,,428275,1
Pioneer Federal Savings and Loan Association,,429870,1
First Federal Savings Bank of Elizabethtown,"747,077",368175,0
Pulaski Savings Bank,"41,138",490179,0
Maritime Savings Bank,,367673,1
Homestead Savings and Loan Association,,552376,0
"The Equitable Bank, S.S.B.","306,818",336576,0
Mid-State FSB,,194972,1
First Federal Savings and Loan Association,,551874,1
Lincoln Bank,,491774,0
"Citizens Savings and Loan Association, FA",,195474,1
First Northern Savings Bank,,430072,1
"Southern California Savings and Loan Association, A Federal Savings and",,337078,1
Oceanside Federal Savings and Loan Association,,553971,1
The Findlay Savings Bank,,615075,0
Century National Bank,,195072,1
Civic Savings Bank,,614573,0
Avondale Federal Savings Bank,,339175,1
Perpetual Federal Savings and Loan Association,,431677,1
"First of America Bank-West Michigan, National Association",,369770,1
CFS Bank,,338673,1
West Side Federal Savings and Loan Association of New York City,,432179,1
Delanco Federal Savings Bank,"121,533",122573,1
Ridgewood Savings Bank of New Jersey,,197571,0
Clifton Savings Bank,"814,492",554473,1
Royal Oak Federal Savings and Loan Association,,616670,1
First Federal Savings and Loan Bank,"51,790",198073,0
"Columbia Savings Association, F.A.",,493871,1
Milton Savings Bank,"56,130",123075,1
Home Federal Savings and Loan Association of Ada,,372079,1
Landmark Federal Savings Bank,,617172,1
Republic Savings Bank,,494373,0
Cherry Grove Savings Bank,,857071,0
Sentinel Federal Savings and Loan Association of Kansas City,,371577,1
Jefferson Savings and Loan Association,,556570,0
Grand Forks Federal Savings and Loan Association,,125172,1
"The Cameron Savings and Loan Association, F.A.",,124670,1
"Essex Savings Bank, F.S.B.",,433774,1
Palmetto Savings and Loan Association,,126777,0
First Federal Savings and Loan Association of Elk City,,557072,1
Sooner Federal Savings and Loan Association,,199678,1
Washington Federal Savings and Loan Association,,434276,1
Norwood Federal Savings Bank,,373674,1
Fairview Savings and Loan Association,"31,125",618777,1
Jackson Federal Bank,,495978,1
BayBank FSB,,127279,1
"Llewellyn-Edison Savings Bank, FSB","98,449",619279,1
Stonewall Savings and Loan Association of Linden New Jersey,,496470,0
Stillwater Federal Savings Bank,,128874,1
"Oak Hills Savings and Loan Company, F.A.",,200976,1
Athens County Savings and Loan Company,,435871,0
Lake County Federal Savings and Loan Association,,201478,1
Midamerica Federal Savings and Loan Association,,374176,1
First Steubenville Savings and Loan Association,,129376,0
The Brookville Building and Savings Association,"35,411",559179,0
Ramona Savings and Loan Association,,436373,0
Heritage Bank,"37,171",130671,1
Santa Barbara Savings and Loan Association,,558677,0
Homestead Savings Bank,"65,908",132778,1
The Franklin Savings and Loan Company,,621076,0
Heritage Federal Savings and Loan Association of Kansas City,,620574,1
Guaranty Bank,"511,931",131173,0
"MIDAMERICA BANK, FSB",,560474,1
Busey Bank Florida,,498577,1
Patriot Bank,,133270,0
"Stockton Savings Bank, FSB",,375771,1
Empire State Federal Savings and Loan Association,,437978,1
First State Savings and Loan Association,,0,0
Conneaut Savings Bank,"67,477",203575,0
First Federal Savings and Loan Association of Rochester,,499079,1
"North Shore Bank, FSB","1,431,977",376273,1
American Federal Savings and Loan Association,,135377,1
Equitable Federal Savings Bank,,438470,1
Westchester County Savings and Loan Association,,0,0
"Amerifirst Bank, A FSB",,134875,1
Chesapeake Bank of Maryland,"161,477",204077,1
"Security Bank, S.S.B.",,500377,0
La Grange Federal Savings and Loan Association,,378370,1
"Pioneer Savings Bank, Savings Association",,622671,0
Silver Gate Savings and Loan Association,,377878,0
Citizens Savings and Loan Association,,0,0
Great Plains Federal Savings and Loan Association of Weatherford,,562571,1
Homestead Savings Association,,137474,0
Concord Federal Savings and Loan Association,,136972,1
Home Savings Association,,623173,0
Heartland Bank,"694,361",501972,1
Crestar Bank FSB,,205672,1
Cargill Bank of Connecticut,,563073,0
The Hiawatha Savings and Loan Association,,440277,0
"Sun Savings Association, F. A.",,379975,1
"Spring Hill Savings Bank, FSB",,139571,1
Columbia Savings and Loan Association,,502474,0
Ambler Savings Bank,"266,636",206174,0
First Federal Savings and Loan Association of Duluth,,380177,1
Versailles Savings and Loan Company,"32,127",402873,0
Western Reserve Savings Bank,,625270,0
"Amerifirst Bank, National Association",,140876,1
First Federal Savings and Loan Association of Greene Co,"751,124",624778,1
Home Federal Savings and Loan Association of Centralia,,142973,1
GSL Savings Bank,"79,976",564678,0
Cedar Grove Savings and Loan Association,,441872,0
Northfield Bank,"1,642,566",28013,1
"St Francois County Bank, FSB",,141378,1
First Federal Savings of Middletown,"91,753",565170,1
Citizens Savings Bank F.S.B.,,442374,1
First Southern Savings and Loan Association of Hamlet,,143475,0
Weldon Savings and Loan Association,,207779,0
Hometown Federal Savings Bank,,504571,1
West Memphis Federal Savings and Loan Association,,208271,1
Community Federal Bank,,381772,1
Desoto Federal Savings and Loan Association,,626875,1
Danielson Federal Savings and Loan Association,,443979,1
Leader Federal Savings and Loan Association,,505073,1
Kentland Federal Savings and Loan Association,"3,857",382274,1
First Savings Bank,"25,503",627377,0
Foundation Bank,"140,286",444471,1
BB&T Federal Savings Bank of High Point,,209876,1
Chemung Valley Federal Savings and Loan Association,,146074,1
Home Federal Savings and Loan Association of East Rochester,,145572,1
"Wayne Savings Bank, F.S.B.",,567277,1
Glen Rock Savings Bank,"111,680",147679,0
First Federal Savings and Loan Association of Suffern,,210078,1
Midwest Federal Savings and Loan Association of St Joseph,"26,626",566775,1
Evergreen Savings Association,,506678,0
"Commerce Savings, A Federal Savings and Loan Association",,383879,1
Peoples Federal Savings and Loan Association of Ardmore,,628972,1
"Golden Belt Bank, FSA","111,428",148171,1
Bank Western National Association,,507170,1
Kingfisher Federal Savings and Loan Association,,211673,1
"1st Savings Bank, f.s.b.",,384371,1
Norris Savings and Loan Association,,629474,0
First Savings and Loan Association of Will County,,569374,0
First Federal Savings and Loan Association of America,,446578,1
"Nutley Savings Bank, SLA",,149776,0
The Provident Savings and Loan Association,,568872,0
Fox Cities Bank,,212175,1
Eureka Federal Savings and Loan Association,,151573,1
First Federal Savings Bank,,630779,1
Hoyne Savings Bank,"233,709",447070,0
"Conservative Bank, A Federal Savings Bank",,508775,1
Indian Village Community Bank,,385976,0
Fairview Federal Savings and Loan Association,,631271,1
Druid Hill Federal Savings and Loan Association,,152075,1
Federal Savings Bank of Maryland,,153670,1
Roosevelt Bank,,340470,1
Monmouth Savings and Loan Association,,386478,0
New London Savings and Loan Association,,570679,0
First Federal Savings and Loan Association,,448675,1
Athens Federal Savings and Loan Association,,214272,1
First Community Federal Savings and Loan Association,,154172,1
Denton Savings Association,,632876,0
Heartland Bank,"162,160",155777,0
First Federal Savings and Loan Association of Alabama,,449177,1
"The First, Federal Association",,571171,1
Suburbia Federal Savings and Loan Association,,511074,1
Kearny Federal Savings Bank,"2,339,822",633378,1
First Federal Savings Bank,,510572,1
Fulton Federal Savings Bank,,156279,1
First Federal Savings and Loan Association of Fort Wayne,,388575,1
First Federal Savings Bank of Angola,"108,354",158376,1
Croydon Savings Bank,,572776,0
Lock Haven Savings Bank,,157874,0
"Bridgeville Savings Bank, F.S.B.",,389077,1
Central-Progressive Savings Association,,573278,0
Loomis Federal Savings and Loan Association,"73,227",450472,1
Modern Federal Savings and Loan Association,,215877,1
Quarry City Savings and Loan Association,"35,865",634973,0
Fellowship Savings and Loan Association,,160173,0
"Somerset Savings Bank, SLA","474,985",159971,0
First Mutual Association of Florida,,216379,0
Arundel Federal Savings Bank,"409,476",390372,1
"Liberty Savings Bank, FSB","54,308",635475,1
"First Federal of Arkansas, FA",,161778,1
Mid-America Federal Savings and Loan Association,,512679,1
First Federal Savings and Loan Association,,217974,1
First Federal Savings and Loan Association,,574873,1
United Federal Savings and Loan Association,,513171,1
North Texas Federal Savings and Loan Association,,162270,1
Sturdy Savings Bank,"483,588",391977,0
Superior Savings Bank,"51,237",575375,0
Bell Savings Bank PaSa,,452579,0
Fidelity Federal Savings and Loan Association,,637572,1
Sharon Savings Bank,"197,781",164377,0
Financial Savings and Loan Association of San Francisco,,218476,0
Hemet Federal Savings and Loan Association,,163875,1
"The First Savings Bank, FSB",,166474,1
First Federal Savings and Loan Association,,165972,1
Franklin Federal Savings Bank,"651,892",514776,1
Arlington-Fairfax Savings and Loan Association,,392479,0
"Mercantile Bank, FSB",,220273,1
Chippewa Savings and Loan Association,,638074,0
First Federal Savings and Loan Association of Hammonton,,576970,1
Fort Bend Federal Savings and Loan Association,,515278,1
First Federal Savings and Loan Association of Syracuse,,0,1
Sunnyside Federal Savings and Loan Association of Irvington,"78,769",516873,1
First Bank A Savings Bank,,455178,0
"West End Bank, S.B.","199,153",577472,0
"BankFinancial, FSB","1,266,296",454676,1
Community Federal Savings and Loan Association,,394576,1
Jonesboro Federal Savings and Loan Association,,639679,1
"Forrest City Bank, National Association","46,145",168571,1
Marianna Federal Savings and Loan Association,,221878,1
Community Savings and Loan Association,,170378,0
"Security Financial Banking and Savings, FSB",,395078,1
"Peoples Savings Bank, Inc., SSB",,517375,0
Crest Savings Bank,"333,644",172475,0
First Federal Savings and Loan Association of Colorado Springs,,222370,1
"Citibank, Federal Savings Bank",,640974,1
First Federal Savings and Loan Association,,171973,1
Union Federal Savings and Loan Association of Cook County,,457275,1
Cascade Bank,,641476,0
First Federal Savings and Loan Association of Rock Rapids,,0,1
First American National Bank of Kentucky,,579579,1
"Middlesboro Federal Bank, FSB",,456773,1
Jefferson Federal Savings and Loan Association of Birmingham,,519472,1
Pinnacle Bank FSB,,223975,1
Fidelity Savings and Loan Association of Danville,,396673,0
Gem City Savings and Loan Association,,518970,0
Indiana Federal Bank for Savings,,224477,1
"First Midwest Bank/Quad Cities, National Association",,175074,1
Citizens South Bank,,397175,1
Columbia Bank,"3,305,363",174572,1
First Federal Savings and Loan Association of Bucks Co,"555,878",581376,1
United Savings Bank,"254,366",459372,0
The Brattleboro Savings and Loan Association,"140,584",580874,0
FloridaFirst Bank,,458870,1
Bonne Terre Federal Savings and Loan Association,,643573,1
North East Federal Savings and Loan Association,,177171,1
Community Savings Bank,"353,668",520777,0
Deerfield Federal Savings and Loan Association,,176679,1
Crestmont Savings and Loan Association,,398770,0
First Federal Savings and Loan Association of Peru,,644075,1
First Federal Savings Bank of Twin Falls,"441,418",582971,1
"Meritor Savings, FA",,521279,1
Cooper River Federal Savings Bank,,399272,1
Mutual Building and Loan Association,,178776,0
"Franklin Savings, A Federal Savings and Loan Association",,583473,1
Shawnee Federal Savings and Loan Association,,460677,1
Security Federal Savings and Loan Association,,180573,1
"The Howard Federal Savings, FA",,227076,1
Inter-City Federal Savings Bank,,226574,1
The Federal Savings and Loan Association of Dillion,,179278,1
SouthBank,,400570,1
First Federal Savings Bank of Lake County,,522874,1
Meriwether Federal Savings and Loan Association,,181075,1
"Financial Federal Bank, F.S.B.",,461179,1
First Piedmont Federal Savings and Loan Association of Gaffney,"232,287",646172,1
Century Savings and Loan Association,"91,490",401072,0
Farm & Home Savings Association,,523376,0
Family Federal Savings and Loan Association,,645670,1
Olde Cypress Community Bank,,1017779,1
MidCountry Bank,"542,482",3971,1
Oritani Bank,"1,444,727",2376,0
Home Unity Savings and Loan Association,,1874,0
"Mineola Community Bank, S.S.B.","116,481",279,0
Gladewater Federal Savings and Loan Association,,8677,1
Wallkill Valley Federal Savings and Loan Association,"126,067",7072,1
Keystone Savings and Loan Association,,6570,0
Clay County Federal Savings and Loan Association,,4473,1
First Federal Savings and Loan Association of Morrilton,,13073,1
Ridgway Federal Savings and Loan Association,,12571,1
Piggott Federal Savings and Loan Association,,10474,1
First Federal Savings and Loan Association of Greater Des Moines,,17277,1
First Federal Savings and Loan Association of Elgin,,16775,1
Mitchell Savings Bank,,15170,0
First Federal Savings and Loan Association,,14678,1
"NBC Bank, FSB",,21171,1
Anchor Savings Bank Federal Savings Bank New Jersey,,20679,1
First Federal Savings Bank,,19374,1
Marion Federal Savings and Loan Association,,18872,1
Atlantic Financial Federal,,25375,1
First Federal Savings and Loan Association of Creston,,24873,1
First Federal Bank of North Florida,,23278,1
Freedom Savings and Loan Association,,22776,0
Fox Chase Bank,"712,253",30874,0
Abraham Lincoln Federal Savings Bank,,29579,1
"Old Stone Bank of Washington, FSB",,27472,1
"Pacific First Bank, A FSB",,26970,1
Investors Bank,"8,721,181",35570,0
Key Savings and Loan Association,,33473,0
Security Federal Savings Bank,"158,597",32971,1
"Mooresville Savings Bank, FSB",,31376,1
First Federal Savings and Loan Association of Lenawee County,,39774,1
Port Angeles Savings and Loan Association,,38179,0
First Federal Savings and Loan Association,,37677,1
Peoples Heritage Federal Savings and Loan Association,,36072,1
"Great American Savings Bank, FSB",,44170,1
First Federal Savings and Loan Association,,43678,1
Liberty Federal Bank,,42073,1
Nashville Federal Savings and Loan Association,,41571,1
Providence Federal Savings and Loan Association,,0,1
First Financial Bank,"644,739",48374,0
First Federal Bank for Savings,,47872,1
First Federal Savings and Loan Association,,46277,1
Iron Workers Savings Bank,"143,800",45775,0
Baird Savings Association,,52278,0
"First Commercial Bank, National Association of Memphis",,1468616,1
Great American Federal Savings and Loan Association,,50171,1
First Federal Savings and Loan Association,,49979,1
"Sun Belt Federal Bank, FSB",,56472,1
Evergreen Federal Savings and Loan Association,"340,769",55970,1
Your Community Bank,"535,618",54375,0
St. Edmond's Federal Savings Bank,,53873,1
Great Plains Federal Savings and Loan Association,,894674,1
"Wolverine Bank, Federal Savings Bank","167,911",707877,1
Mid-Continent Federal Savings Bank,,59071,1
Community Savings and Loan Association,,0,0
Argo Federal Savings and Loan Association,,58579,1
Bayside Federal Savings Bank,,772370,1
M & I Bank NATIONAL ASSOCIATION,,895176,1
First Federal Savings Bank,"328,708",771878,1
Security Savings Bank,"158,639",708379,0
Mt. Morris Savings and Loan Association,,709974,0
Raytown Federal Savings and Loan Association,,896771,1
St Louis County Federal Savings and Loan Association of Ferguson,,957373,1
First Federal Savings and Loan Association of Bismarck,,956871,1
First Missouri Bank,"133,836",710176,0
Community Savings Association,,774477,0
"Charter One Bank, National Association",,897273,1
First Federal Savings and Loan Association,,773975,1
Perpetual Federal Savings Bank,"283,017",712273,1
Home Savings and Loan Association,,711771,0
First Bank of Florida,,959470,1
M&I Interim State Bank,,958978,0
Harvard Savings Bank,"133,144",899370,0
First Financial Bank,,713878,1
Horizon Federal Savings Bank,,960775,1
First Federal Savings and Loan Association of New York,,898878,1
Carthage Federal Savings and Loan Association,"143,481",900678,1
Shelby Federal Savings Bank,,777076,1
First Federal Savings and Loan Association of Conroe,,776574,1
Southwest Federal Savings and Loan Association,,961277,1
"HomeBank, FSB",,962872,1
First Federal Savings and Loan Association of Upper East,,716477,1
First Federal of Michigan,,901170,1
Amory Federal Savings and Loan Association,"90,155",715975,1
First Federal Savings and Loan Association,,779173,1
Statewide Savings and Loan Association,,778671,0
First Federal Bank for Savings,,963374,1
First Federal Savings and Loan Association,,964979,1
Hallmark Savings Association,,780478,0
Hill Country Savings and Loan Association,,718574,0
Bay City Federal Savings and Loan Association,,903277,1
"Superior Bank, FSB",,682376,1
"Peoples Savings and Loan Association, FA",,681874,1
"Trans Financial Bank, Federal Savings Bank",,745075,1
First Federal Savings and Loan Association of Hammond,"37,642",929576,1
"Peoples First, F.S.B.",,869476,1
Lincoln Park Savings Bank,"109,709",930871,0
Perpetual Savings and Loan Association,,434472,0
First Federal Savings and Loan Association of Hope,,868974,1
First Federal Savings and Loan Association,,746670,1
First Federal Savings and Loan Association of Broward Co,,684473,1
Florida FirstBank,,683971,1
Prince George's Federal Savings Bank,"91,086",747172,1
Fidelity Federal Savings and Loan Association,,931373,1
Citizens-Permanent Savings and Loan Association,,268574,0
"Bankers First Savings Bank, FSB",,871273,1
Independence Federal Savings and Loan Association,,0,1
First Federal Savings and Loan Association of Pittsburg,,748777,1
Larue Federal Savings and Loan Association,,870771,1
"Valley Bank Western, FSB",,873370,1
Washington Federal Savings Bank,,872878,1
Boone County Federal Savings and Loan Association of Centralia,,933470,1
"Midwest Savings Bank, FSB",,749279,1
First Federal Capital  Bank,,751076,1
First Federal Bank,"456,950",687072,1
Ladysmith Federal Savings and Loan Association,"40,898",686570,1
Security Federal Savings and Loan Association,,750574,1
Searcy Federal Savings and Loan Association,,936079,1
North Central Savings and Loan Association,,874975,0
Texas Western Federal Savings and Loan Association,,688677,1
First Federal Savings and Loan Association,,0,1
Webster City Federal Savings Bank,"77,754",935577,1
First Federal Savings Bank of Kokomo,,689179,1
Brewster Building and Loan Company,,753173,0
Heritage Federal Savings and Loan Association of Denison,,752671,1
Oelwein Federal Savings and Loan Association,,875477,1
First Federal Bank,,877574,0
Tallahassee Federal Savings and Loan Association,,690474,1
Coral Gables Federal Savings and Loan Association,,938176,1
"Provident Community Bank, National Association","270,191",937674,1
Piedmont Federal Savings Bank,,755270,1
Smithfield Savings and Loan Association,,939771,0
"Centrust Bank, A State Savings Bank",,878076,0
"Chase Federal Bank, a Federal Savings Bank",,754778,1
"Altus Bank, A FSB",,941578,1
Edison Federal Savings and Loan Association,,879671,1
Southern California Savings and Loan Association,,0,0
First Federal Savings and Loan Association,"22,011",693073,1
"The Bank of East Texas, S.S.B.",,692571,0
King City Federal Savings Bank,,942070,1
"Covest Banc, National Association",,694678,1
Liberty Bank for Savings,"639,402",757377,0
Viroqua Federal Savings and Loan Association,,756875,1
Mechanics Bank,"360,031",943675,0
Heritage Bank,"1,433,203",881478,0
"Home Savings Bank, FA",,695170,1
Maury Federal Savings Bank,,880976,1
"Hollywood Federal Bank, A Federal Savings Bank",,883575,1
Pioneer Federal Savings Bank,,759474,1
Cass Federal Savings and Loan Association of St Louis,,944177,1
Magnolia Federal Bank for Savings,,758972,1
First Federal Savings and Loan Association of Wewoka,,884077,1
Industrial Savings and Loan Association,,760779,0
Columbia Savings and Loan Association,,697277,0
Chicago Federal Savings and Loan Association,,696775,1
Summit First Federal Savings and Loan Association,,885672,1
Bedford Federal Savings Bank,"102,930",946274,1
Pinnacle Bank,,761271,1
MainSource Bank - Hobart,,945772,1
Pioneer Savings Bank,,699374,0
Teche Federal Bank,"659,859",886174,0
First Federal Savings and Loan Association,,762876,1
First Bank A Savings Bank,,455178,0
Ameriana Bank,"352,330",700672,0
Glenolden Savings and Loan Association,,948371,0
North Penn Savings Association,,947879,0
London Federal Savings and Loan Association,,763378,1
"Hancock County Savings Bank, F.S.B.","267,100",888271,1
Beacon Federal Savings Bank,,764973,1
"The Long Island Savings Bank, FSB",,887779,1
Rusk Federal Savings and Loan Association,,701174,1
Cedar Falls Savings and Loan Association,,611572,0
Family Federal Savings and Loan Association,,797074,1
First Federal Savings and Loan Association of Thief River Falls,,765475,1
Home Federal Savings Bank,"488,267",796572,1
Provident Federal Savings and Loan Association,,612074,1
Benjamin Franklin Federal Savings and Loan Association,,0,1
Kirksville Federal Savings Bank,,798679,1
"Home Owners Savings Bank, FSB",,949976,1
"First Federal Bank, FSB","274,592",950178,1
"Firstsouth, FA",,703271,1
Lake City Federal Bank,"54,568",890078,1
"First Federal Bank, FSB",,799171,1
Brighton Federal Savings and Loan Association,,0,1
First Federal Savings and Loan Association of Freeport,,702779,1
"First Federal Bank, F.S.B.",,614171,1
"First Bank of East Tennessee, National Association",,951773,1
Mutual Federal Savings and Loan Association of University City,,0,1
First Federal Savings Bank,"257,915",613679,0
"First Indiana Bank, National Association",,889876,1
First Savings Bank Northwest,"634,734",768074,0
Tucumcari Federal Savings and Loan Association,"27,617",767572,1
Security Federal Savings Bank,,952275,1
"Tarboro Savings Bank, SSB","35,354",800479,0
"Community Savings Bank, SSB",,803078,0
Everglades Federal Savings and Loan Association,,802576,1
First Federal Savings and Loan Association of Camden,,616278,1
Elberton Federal Savings and Loan Association,"14,420",615776,1
Del Norte Bank,"45,623",705378,0
Fed One Bank,,892175,1
First Federal Savings and Loan Association,,704876,1
Monarch Community Bank,"156,449",891673,0
Valley Federal Savings and Loan Association,,804673,1
Western Heritage Federal Savings and Loan Association,,618375,1
Wynne Banc FSB,,953870,1
American Federal Savings and Loan Association of Colorado,,617873,1
Mid Kansas Federal Savings and Loan Association of Wichita,,706973,1
Salt City Federal Savings and Loan Association,,769679,1
"Unifirst Bank for Savings, FA",,954372,1
Home Savings and Loan Association,,805175,0
First Federal Savings Bank of Madison,,707475,1
"Community Bank of Central Texas, SSB",,806770,0
First Federal Savings and Loan Association,,619970,1
Wichita Federal Savings and Loan Association,,770974,1
"Home Savings Association of Kansas City, FA",,621777,1
Cherokee Valley Federal Savings Bank,,893770,1
Athens Federal Community Bank,"257,064",807272,1
First Federal Savings and Loan Association,,771476,1
BANK'34,"135,959",955977,1
AccessBank,,622279,1
Newport Federal Bank,"165,115",894272,1
First Federal Savings and Loan Association,"123,686",623874,1
Mid-Jersey Savings and Loan Association,,0,0
Home Federal Savings and Loan Association of Harlan,,956479,1
Investors National Bank,"53,695",809379,1
Home Federal Savings and Loan Association of Perry,,808877,1
Sunflower Savings Association,,709572,0
St Louis Federal Savings and Loan Association,,811176,1
Community First Federal Savings,,810674,1
Benj Franklin Federal Savings and Loan Association,,624376,1
Keystone Savings and Loan Association,,626473,0
Girard Federal Savings and Loan Association,,895877,1
"Peoples Savings Bank, FSB",,773573,1
United Savings of Central Illinois,,710877,0
Hickman Federal Savings and Loan Association,,813273,1
Second Federal Savings and Loan Association,,812771,1
Freedom Valley Federal Savings and Loan Association,,896379,1
Home Federal Savings Bank of New Mexico,,628570,1
Prairie Federal Savings and Loan Association Chicago Heights,,958576,1
First Federal Savings Bank of Barrington,,814878,1
"First Carolina Savings Bank, Inc.",,260176,0
Community Federal Savings Bank,,774075,1
Cross Creek Federal Savings and Loan Association,,711379,1
United Bank of Griffin,,815370,0
Fortune Bank a Savings Bank,,897974,0
Interstate Federal Savings and Loan Association,,629072,1
First Federal Savings and Loan Association,,775670,1
South East Federal Savings and Loan Association,,630377,1
First Federal Savings and Loan Association,,898476,1
"Citizens Federal Bank, F.S.B., a Federal Savings Bank",,959078,1
"PyraMax Bank, FSB","349,573",713476,1
Union Savings Bank,"144,698",817477,0
Nassau Federal Savings and Loan Association,,776172,1
Swedish-American Savings and Loan Association,,816975,0
Marietta Federal Savings and Loan Association,,900276,1
Society First Federal Savings Bank,,632474,1
Gallup Federal Savings Bank,,631972,1
"Abq Bank, A Federal Savings Bank",,960373,1
First Federal Savings and Loan Association of Seminole,,716075,1
Waxahachie Federal Savings and Loan Association,,961978,1
Jennings Federal Savings and Loan Association,,715573,1
Citizens Federal Savings Bank,,819574,1
3rd Fed Bank,"689,953",777777,0
Berean Bank,,634571,1
Gem Savings Association,,962470,0
First Federal Savings and Loan Association of Van Wert,"99,621",820879,1
Franklin First Savings Bank,,636678,0
Lakeland Federal Savings Bank,,778279,1
First Federal Savings and Loan Association of Willmar,,821371,1
Mutual Building and Loan Association FA,,635073,1
American Federal Bank,"370,817",637170,1
Wells Federal Bank,"217,451",822976,0
United Federal Savings and Loan Association of Alexandria,,901871,1
